word,display,translation,example,type,example_source,question_id,count,target_language
gründen,gründen,"found , یافت",Wann wurde die Bundesrepublik Deutschland gegründet?,verb,question,169,4,"en,fa"
macht,"die Macht, Mächte","makes , ممکن است",Wann waren die Nationalsozialisten mit Adolf Hitler in Deutschland an der Macht?,noun,question,152,4,"en,fa"
meinungsfreiheit,"die Meinungsfreiheit, Meinungsfreiheiten","freedom of expression , آزادی بیان",hier Meinungsfreiheit gilt.,noun,answer,1,4,"en,fa"
mitglied,"das Mitglied, Mitglieder","member , عضو",Wer darf bei den rund 40 jüdischen Makkabi-Sportvereinen Mitglied werden?,noun,question,118,4,"en,fa"
regierungschef,"der Regierungschef, Regierungschefs","head of government , رئیس دولت",Wie werden die Regierungschefinnen/Regierungschefs der meisten Bundesländer in Deutschland genannt?,noun,question,37,4,"en,fa"
staatsgewalt,"die Staatsgewalt, Staatsgewalten","state power , قدرت دولتی","Was bedeutet ""Volkssouveränität""? Alle Staatsgewalt geht vom ...",noun,question,52,4,"en,fa"
strafe,"die Strafe, Strafen","punishment , پنالتی",entscheidet mit Richterinnen/Richtern über Schuld und Strafe.,noun,answer,140,4,"en,fa"
verbieten,verbieten,"forbid , منع",Was verbietet das deutsche Grundgesetz?,verb,question,15,4,"en,fa"
verfassung,"die Verfassung, Verfassungen","constitution , قانون اساسی",Wie heißt die deutsche Verfassung?,noun,question,6,4,"en,fa"
versicherung,"die Versicherung, Versicherungen","insurance , بیمه",Zu welcher Versicherung gehört die Pflegeversicherung?,noun,question,45,4,"en,fa"
vertrag,"der Vertrag, Verträge","contract , قرارداد","2007 wurde das 50-jährige Jubiläum der ""Römischen Verträge"" gefeiert. Was war der Inhalt der Verträge?",noun,question,237,4,"en,fa"
wahlhelfer,"der Wahlhelfer, Wahlhelfer","election assistant , کارگر نظرسنجی",Was ist eine Aufgabe von Wahlhelferinnen/Wahlhelfern in Deutschland?,noun,question,105,4,"en,fa"
wappen,"das Wappen, Wappen","coat of arms , نشان ملی",Welches ist das Wappen der Bundesrepublik Deutschland?,noun,question,21,4,"en,fa"
abitur,"das Abitur, Abiture","baccalaureate , دیپلم دبیرستان",das Abitur,noun,answer,244,3,"en,fa"
abschaffen,abschaffen,"abolish , لغو کند",Eine Partei im Deutschen Bundestag will die Pressefreiheit abschaffen. Ist das möglich?,verb,question,12,3,"en,fa"
begriff,"der Begriff, Begriffe","expression , بیان","Im Parlament steht der Begriff ""Opposition"" für …",noun,question,13,3,"en,fa"
bestrafen,bestrafen,"punish , مجازات کردن","Wie kann jemand, der den Holocaust leugnet, bestraft werden?",verb,question,96,3,"en,fa"
bezeichnen,bezeichnen,"designate , تعیین کنید","Was wird in Deutschland als ""Ampelkoalition"" bezeichnet? Die Zusammenarbeit …",verb,question,103,3,"en,fa"
brauchen,brauchen,"need , نیاز دارند","Welchen Schulabschluss braucht man normalerweise, um an einer Universität in Deutschland ein Studium zu beginnen?",verb,question,244,3,"en,fa"
chefin,"die Chefin, Chefinnen","boss , رئیس",ungerechtfertigter Kündigung durch Ihre Chefin/Ihren Chef.,noun,answer,136,3,"en,fa"
dunkles,das Dunkles,"dark , تاریک",Zwei Freunde wollen in ein öffentliches Schwimmbad in Deutschland. Beide haben eine dunkle Hautfarbe und werden deshalb nicht hineingelassen. Welches Recht wird in dieser Situation verletzt? Das Recht auf …,noun,question,281,3,"en,fa"
ei,"das Ei, Eier","ei , تخم مرغ",Eier bemalen,noun,answer,293,3,"en,fa"
erinnern,erinnern,"remember , به یاد داشته باشید","Im Jahr 1953 gab es in der DDR einen Aufstand, an den lange Zeit in der Bundesrepublik Deutschland ein Feiertag erinnerte. Wann war das?",verb,question,186,3,"en,fa"
fest,"das Fest, Feste","firm , محکم","Was bezahlt man in Deutschland automatisch, wenn man fest angestellt ist?",noun,question,97,3,"en,fa"
gelten,gelten,"apply , اعمال شود",hier Meinungsfreiheit gilt.,verb,answer,1,3,"en,fa"
grundsatz,"der Grundsatz, Grundsätze","principle , اصل",Welchem Grundsatz unterliegen Wahlen in Deutschland? Wahlen in Deutschland sind …,noun,question,122,3,"en,fa"
jugendamt,"das Jugendamt, Jugendämter","youth welfare office , اداره رفاه جوانان",Jugendamt.,noun,answer,255,3,"en,fa"
meinen,meinen,"mine , معنی",Deutschland ist ein Rechtsstaat. Was ist damit gemeint?,verb,question,3,3,"en,fa"
mutter,"die Mutter, Mütter","mother , مادر",Mutter ist.,noun,answer,277,3,"en,fa"
oberhaupt,"das Oberhaupt, Oberhäupter","head , سر",das Oberhaupt einer Gemeinde.,noun,answer,131,3,"en,fa"
rechtsstaat,"der Rechtsstaat, Rechtsstaaten","rule of law , دولت قانون اساسی",Deutschland ist ein Rechtsstaat. Was ist damit gemeint?,noun,question,3,3,"en,fa"
schule,"die Schule, Schulen","school , مدرسه","In Deutschland können Eltern bis zum 14. Lebensjahr ihres Kindes entscheiden, ob es in der Schule am …",noun,question,2,3,"en,fa"
sicherheit,"die Sicherheit, Sicherheiten","safety , امنیت",Welche Maßnahme schafft in Deutschland soziale Sicherheit?,noun,question,36,3,"en,fa"
sprache,"die Sprache, Sprachen","language , زبان",Sie kann die Theorie-Prüfung vielleicht in ihrer Muttersprache machen. Es gibt mehr als zehn Sprachen zur Auswahl.,noun,answer,268,3,"en,fa"
stadt,"die Stadt, Städte","city , شهر",Welche Städte haben die größten jüdischen Gemeinden in Deutschland?,noun,question,66,3,"en,fa"
vertreten,vertreten,"represent , نمایندگی کند",weil dadurch die unterschiedlichen Meinungen der Bürgerinnen und Bürger vertreten werden,verb,answer,41,3,"en,fa"
wahlrecht,"das Wahlrecht, Wahlrechte","right to vote , حق رای دادن","Was bedeutet ""aktives Wahlrecht"" in Deutschland?",noun,question,115,3,"en,fa"
öffentlich,öffentlichen,"public , عمومی",bei der öffentlichen Verbreitung falscher Behauptungen über einzelne Personen,word,answer,16,3,"en,fa"
abendgymnasium,"das Abendgymnasium, Abendgymnasien","evening high school , دبیرستان عصرانه",einem Abendgymnasium.,noun,answer,257,2,"en,fa"
alliierter,der Alliierter,"allied , متحد","Welche Länder wurden nach dem Zweiten Weltkrieg in Deutschland als ""Alliierte Besatzungsmächte"" bezeichnet?",noun,question,167,2,"en,fa"
amt,"das Amt, Ämter","office , دفتر دولتی",Welches Amt gehört in Deutschland zur Gemeindeverwaltung?,noun,question,56,2,"en,fa"
anmelden,anmelden,"register , ثبت نام کنید",Sie müssen die Demonstration anmelden.,verb,answer,243,2,"en,fa"
ansprechpartner,"der Ansprechpartner, Ansprechpartner","contact person , شخص تماس","Was sollten Sie tun, wenn Sie von Ihrer Ansprechpartnerin/Ihrem Ansprechpartner in einer deutschen Behörde schlecht behandelt werden?",noun,question,276,2,"en,fa"
anwalt,"der Anwalt, Anwälte","lawyer , وکیل",die Unterstützung einer Anwältin/eines Anwalts,noun,answer,275,2,"en,fa"
anwältin,"die Anwältin, Anwältinnen","lawyer , وکیل",die Unterstützung einer Anwältin/eines Anwalts,noun,answer,275,2,"en,fa"
arbeitsgericht,"das Arbeitsgericht, Arbeitsgerichte","labor court , دادگاه کار",Sie gehen in Deutschland zum Arbeitsgericht bei …,noun,question,136,2,"en,fa"
ausländer,"der Ausländer, Ausländer","foreigners , خارجی",Welches Grundrecht gilt in Deutschland nur für Ausländerinnen/Ausländer? Das Grundrecht auf …,noun,question,9,2,"en,fa"
beachten,beachten,"note , مشاهده کنید","Sie haben in Deutschland absichtlich einen Brief geöffnet, der an eine andere Person adressiert ist. Was haben Sie nicht beachtet?",verb,question,274,2,"en,fa"
behördenleiter,"der Behördenleiter, Behördenleiter","head of authority , رئیس مرجع",Ich kann mich bei der Behördenleiterin/beim Behördenleiter beschweren.,noun,answer,276,2,"en,fa"
beitritt,"der Beitritt, Beitritte","join , الحاق",Mit dem Beitritt der DDR zur Bundesrepublik Deutschland gehören die neuen Bundesländer nun auch …,noun,question,205,2,"en,fa"
besatzungsmacht,"die Besatzungsmacht, Besatzungsmächte","occupying power , قدرت اشغالگر","Welche Länder wurden nach dem Zweiten Weltkrieg in Deutschland als ""Alliierte Besatzungsmächte"" bezeichnet?",noun,question,167,2,"en,fa"
besonderes,das Besonderes,"special , خاص","Womit kann man in der Bundesrepublik Deutschland geehrt werden, wenn man auf politischem, wirtschaftlichem, kulturellem, geistigem oder sozialem Gebiet eine besondere Leistung erbracht hat? Mit dem …",noun,question,102,2,"en,fa"
bestimmt,bestimmte,"determined , قطعا","Man darf Geld annehmen, wenn man dafür eine bestimmte Kandidatin/einen bestimmten Kandidaten wählt.",word,answer,5,2,"en,fa"
bewirben,bewirben,"apply , اعمال شود","Eine Frau, die ein zweijähriges Kind hat, bewirbt sich in Deutschland um eine Stelle. Was ist ein Beispiel für Diskriminierung? Sie bekommt die Stelle nur deshalb nicht, weil sie …",verb,question,277,2,"en,fa"
bewohner,"der Bewohner, Bewohner","residents , ساکنین","Regeln, an die sich alle Bewohnerinnen und Bewohner halten müssen.",noun,answer,279,2,"en,fa"
bilden,bilden,"form , فرم",das Bundeskabinett zu bilden.,verb,answer,65,2,"en,fa"
brauch,"der Brauch, Bräuche","need , نیاز دارند",Was ist in Deutschland ein Brauch zu Weihnachten?,noun,question,271,2,"en,fa"
brief,"der Brief, Briefe","letter , نامه","Sie haben in Deutschland absichtlich einen Brief geöffnet, der an eine andere Person adressiert ist. Was haben Sie nicht beachtet?",noun,question,274,2,"en,fa"
bundeskabinett,"das Bundeskabinett, Bundeskabinette","federal cabinet , کابینه فدرال",das Bundeskabinett zu bilden.,noun,answer,65,2,"en,fa"
bundesstaat,"der Bundesstaat, Bundesstaaten","federal state , دولت",ein Bundesstaat.,noun,answer,27,2,"en,fa"
bündnis,"das Bündnis, Bündnisse","alliance , اتحاد","von SPD, FDP und Bündnis 90/Die Grünen in einer Regierung",noun,answer,103,2,"en,fa"
ehepaar,"das Ehepaar, Ehepaare","married couple , زوج","In Deutschland dürfen Ehepaare sich scheiden lassen. Meistens müssen sie dazu das ""Trennungsjahr"" einhalten. Was bedeutet das?",noun,question,254,2,"en,fa"
ehrenamtliche,die Ehrenamtliche,"honorary , داوطلبان",In Deutschland helfen ehrenamtliche Wahlhelferinnen und Wahlhelfer bei den Wahlen. Was ist eine Aufgabe von Wahlhelferinnen/Wahlhelfern?,noun,question,106,2,"en,fa"
eigen,eigene,"own , خود",eine eigene Regierung,word,answer,39,2,"en,fa"
einhalten,einhalten,"comply , حفظ کند",Der Staat muss die Gesetze einhalten.,verb,answer,53,2,"en,fa"
einheit,"die Einheit, Einheiten","unit , واحد",Einheit.,noun,answer,194,2,"en,fa"
erlauben,erlauben,"allow , اجازه می دهد",Was ist bei Bundestags- und Landtagswahlen in Deutschland erlaubt?,verb,question,133,2,"en,fa"
errichten,errichten,"erect , ساختن","Eine Partei in Deutschland verfolgt das Ziel, eine Diktatur zu errichten. Sie ist dann …",verb,question,20,2,"en,fa"
erwachsene,die Erwachsene,"adult , بالغ",Eine erwachsene Frau möchte in Deutschland das Abitur nachholen. Das kann sie an …,noun,question,257,2,"en,fa"
erziehung,die Erziehung,"education , آموزش و پرورش",Die Erziehung der Kinder ist in Deutschland vor allem Aufgabe …,noun,question,248,2,"en,fa"
erziehungsproblem,"das Erziehungsproblem, Erziehungsprobleme","educational problem , مشکل آموزشی",Bei Erziehungsproblemen können Eltern in Deutschland Hilfe erhalten vom …,noun,question,255,2,"en,fa"
farbe,"die Farbe, Farben","color , رنگ",Welche Farben hat die deutsche Flagge?,noun,question,214,2,"en,fa"
feiern,feiern,"celebrate , جشن بگیرید",Am 3. Oktober feiert man in Deutschland den Tag der Deutschen …,verb,question,194,2,"en,fa"
feiertag,"der Feiertag, Feiertage","holiday , تعطیلات","Im Jahr 1953 gab es in der DDR einen Aufstand, an den lange Zeit in der Bundesrepublik Deutschland ein Feiertag erinnerte. Wann war das?",noun,question,186,2,"en,fa"
fünf,"die Fünf, Fünfen","five , پنج",mit Freiheitsstrafe bis zu fünf Jahren oder mit Geldstrafe,noun,answer,96,2,"en,fa"
geheim,geheim,"secret , راز",geheim.,word,answer,112,2,"en,fa"
geldstrafe,"die Geldstrafe, Geldstrafen","fine , خوب",die Geldstrafe,noun,answer,10,2,"en,fa"
geschäft,"das Geschäft, Geschäfte","business , کسب و کار",In welchem Jahr zerstörten die Nationalsozialisten Synagogen und jüdische Geschäfte in Deutschland?,noun,question,163,2,"en,fa"
gesetzlich,gesetzlichen,"legal , قانونی",Was gehört nicht zur gesetzlichen Sozialversicherung?,word,question,100,2,"en,fa"
gewerkschaft,"die Gewerkschaft, Gewerkschaften","trade union , اتحادیه",Gewerkschaften sind Interessenverbände der …,noun,question,101,2,"en,fa"
gleichbehandlung,"die Gleichbehandlung, Gleichbehandlungen","equal treatment , رفتار برابر",Was bedeutet in Deutschland der Grundsatz der Gleichbehandlung?,noun,question,262,2,"en,fa"
gründung,"die Gründung, Gründungen","foundation , تاسیس",Gründung der Europäischen Wirtschaftsgemeinschaft (EWG),noun,answer,237,2,"en,fa"
hauptaufgabe,Hauptaufgabe,"main task , وظیفه اصلی",Welche Hauptaufgabe hat die deutsche Bundespräsidentin/der deutsche Bundespräsident? Sie/Er …,word,question,84,2,"en,fa"
hausordnung,"die Hausordnung, Hausordnungen","house rules , قوانین خانه","In den meisten Mietshäusern in Deutschland gibt es eine ""Hausordnung"". Was steht in einer solchen ""Hausordnung""? Sie nennt …",noun,question,279,2,"en,fa"
hautfarbe,"die Hautfarbe, Hautfarben","skin color , رنگ پوست",Zwei Freunde wollen in ein öffentliches Schwimmbad in Deutschland. Beide haben eine dunkle Hautfarbe und werden deshalb nicht hineingelassen. Welches Recht wird in dieser Situation verletzt? Das Recht auf …,noun,question,281,2,"en,fa"
jude,"der Jude, Juden","Jew , یهودی",Er bat Polen und die polnischen Juden um Vergebung.,noun,answer,181,2,"en,fa"
jugendliche,die Jugendliche,"young people , جوانان","In Deutschland sind Jugendliche ab 14 Jahren strafmündig. Das bedeutet: Jugendliche, die 14 Jahre und älter sind und gegen Strafgesetze verstoßen, …",noun,question,263,2,"en,fa"
junge,der Junge,"young , پسر","Eine junge Frau in Deutschland, 22 Jahre alt, lebt mit ihrem Freund zusammen. Die Eltern der Frau finden das nicht gut, weil ihnen der Freund nicht gefällt. Was können die Eltern tun?",noun,question,267,2,"en,fa"
kirche,"die Kirche, Kirchen","church , کلیسا","Warum muss man in Deutschland bei der Steuererklärung aufschreiben, ob man zu einer Kirche gehört oder nicht? Weil …",noun,question,291,2,"en,fa"
krieg,"der Krieg, Kriege","war , جنگ",Welcher Krieg dauerte von 1939 bis 1945?,noun,question,160,2,"en,fa"
kündigung,"die Kündigung, Kündigungen","termination , فسخ",ungerechtfertigter Kündigung durch Ihre Chefin/Ihren Chef.,noun,answer,136,2,"en,fa"
landtagswahl,"die Landtagswahl, Landtagswahlen","state election , انتخابات ایالتی",Landtagswahl,noun,answer,62,2,"en,fa"
leugnen,leugnen,"deny , انکار کند","Wie kann jemand, der den Holocaust leugnet, bestraft werden?",verb,question,96,2,"en,fa"
marktwirtschaft,"die Marktwirtschaft, Marktwirtschaften","market economy , اقتصاد بازار",soziale Marktwirtschaft.,noun,answer,50,2,"en,fa"
mehrheit,"die Mehrheit, Mehrheiten","majority , اکثریت","schwieriger, wenn dadurch die Mehrheit im Bundesrat verändert wird.",noun,answer,91,2,"en,fa"
meistens,meistens,"mostly , بیشتر",Wer wird meistens zur Präsidentin/zum Präsidenten des Deutschen Bundestages gewählt?,word,question,57,2,"en,fa"
mindestanteil,Mindestanteil,"minimum share , حداقل سهم",Eine Partei möchte in den Deutschen Bundestag. Sie muss aber einen Mindestanteil an Wählerstimmen haben. Das heißt …,word,question,121,2,"en,fa"
ministerpräsident,"der Ministerpräsident, Ministerpräsidenten","Prime Minister , نخست وزیر",Ministerpräsidentin/Ministerpräsident,noun,answer,37,2,"en,fa"
muttersprache,"die Muttersprache, Muttersprachen","mother tongue , زبان مادری","Eine junge Frau will den Führerschein machen. Sie hat Angst vor der Prüfung, weil ihre Muttersprache nicht Deutsch ist. Was ist richtig?",noun,question,268,2,"en,fa"
nachholen,nachholen,"catch up , رسیدن",Eine erwachsene Frau möchte in Deutschland das Abitur nachholen. Das kann sie an …,verb,question,257,2,"en,fa"
pressefreiheit,"die Pressefreiheit, Pressefreiheiten","freedom of the press , آزادی مطبوعات",Eine Partei im Deutschen Bundestag will die Pressefreiheit abschaffen. Ist das möglich?,noun,question,12,2,"en,fa"
regierend,Regierende,"governing , حاکم",Regierende Bürgermeisterin/Regierender Bürgermeister,word,answer,BE-9,2,"en,fa"
regierungspartei,"die Regierungspartei, Regierungsparteien","ruling party , حزب حاکم","alle Abgeordneten, die nicht zu der Regierungspartei/den Regierungsparteien gehören.",noun,answer,13,2,"en,fa"
rollstuhl,"der Rollstuhl, Rollstühle","wheelchair , ویلچر","Ein Mann im Rollstuhl hat sich auf eine Stelle als Buchhalter beworben. Was ist ein Beispiel für Diskriminierung? Er bekommt die Stelle nur deshalb nicht, weil er …",noun,question,278,2,"en,fa"
römischen,Römischen,"Roman , رومی","2007 wurde das 50-jährige Jubiläum der ""Römischen Verträge"" gefeiert. Was war der Inhalt der Verträge?",word,question,237,2,"en,fa"
scheidung,"die Scheidung, Scheidungen","divorce , طلاق",Die Ehegatten führen mindestens ein Jahr getrennt ihr eigenes Leben. Danach ist die Scheidung möglich.,noun,answer,254,2,"en,fa"
schulpolitik,"die Schulpolitik, Schulpolitiken","school policy , خط مشی مدرسه",Wer bestimmt in Deutschland die Schulpolitik?,noun,question,49,2,"en,fa"
seine,die Seine,"his , او",weil es nach dem Grundgesetz seine Aufgabe ist,noun,answer,68,2,"en,fa"
senatorin,"die Senatorin, Senatorinnen","senator , سناتور",Welche Senatorin/welchen Senator hat Berlin nicht?,noun,question,BE-10,2,"en,fa"
sitz,"der Sitz, Sitze","seat , صندلی",mehr Sitze erhält die Partei im Parlament.,noun,answer,93,2,"en,fa"
spd,die SPD,"spd , spd",Was bedeutet die Abkürzung SPD?,noun,question,78,2,"en,fa"
sprechen,sprechen,"speak , صحبت کنید",arbeitet an einem Gericht und spricht Urteile.,verb,answer,142,2,"en,fa"
staatsbürger,"der Staatsbürger, Staatsbürger","citizen , شهروند","Welches Ehrenamt müssen deutsche Staatsbürgerinnen und Staatsbürger übernehmen, wenn sie dazu aufgefordert werden?",noun,question,282,2,"en,fa"
staatsoberhaupt,"das Staatsoberhaupt, Staatsoberhäupter","head of state , رئیس دولت",Wie heißt Deutschlands heutiges Staatsoberhaupt?,noun,question,75,2,"en,fa"
stadtstaat,"der Stadtstaat, Stadtstaaten","city state , ایالت شهر",Welches Bundesland ist ein Stadtstaat?,noun,question,BE-7,2,"en,fa"
straße,"die Straße, Straßen","street , خیابان",Er baut Straßen und Schulen.,noun,answer,46,2,"en,fa"
tag,"der Tag, Tage","day , روز",Am 3. Oktober feiert man in Deutschland den Tag der Deutschen …,noun,question,194,2,"en,fa"
teilen,teilen,"share , تقسیم",In Deutschland wird die Staatsgewalt geteilt. Für welche Staatsgewalt arbeitet eine Richterin/ein Richter? Für die …,verb,question,145,2,"en,fa"
tier,"das Tier, Tiere","animal , حیوان",Welches Tier ist das Wappentier der Bundesrepublik Deutschland?,noun,question,29,2,"en,fa"
trennen,trennen,"separate , جدا کردن",sind Staat und Religionsgemeinschaften voneinander getrennt.,verb,answer,33,2,"en,fa"
verantwortlich,verantwortlich,"responsible , مسئول",Vom Juni 1948 bis zum Mai 1949 wurden die Bürgerinnen und Bürger von West-Berlin durch eine Luftbrücke versorgt. Welcher Umstand war dafür verantwortlich?,word,question,178,2,"en,fa"
verheiraten,verheiraten,"marry , ازدواج کن",darf man zur gleichen Zeit nur mit einer Partnerin/einem Partner verheiratet sein.,verb,answer,252,2,"en,fa"
verlieren,verlieren,"lose , از دست دادن",kann die Regierung ihre Mehrheit verlieren.,verb,answer,98,2,"en,fa"
verändern,verändern,"change , تغییر دهید","schwieriger, wenn dadurch die Mehrheit im Bundesrat verändert wird.",verb,answer,91,2,"en,fa"
viel,das Viel,"much , بسیار",Alle sollen gleich viel Geld haben.,noun,answer,8,2,"en,fa"
volkssouveränität,Volkssouveränität,"sovereignty of the people , حاکمیت مردمی","Was bedeutet ""Volkssouveränität""? Alle Staatsgewalt geht vom ...",word,question,52,2,"en,fa"
wahlberechtigte,die Wahlberechtigte,"eligible voters , رای دهندگان واجد شرایط",das wahlberechtigte Volk,noun,answer,28,2,"en,fa"
wechsel,"der Wechsel, Wechsel","change , تغییر دهید",nach dem Willen der Wählermehrheit den Wechsel der Regierung zu ermöglichen.,noun,answer,125,2,"en,fa"
